No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
117,SNPS,"Synopsys, Inc.",141,5,19,16,10,6,7,20,6,2,6,7,4,2,18,13,57805.48,30.65,10.07,37.06,30.7,14.9,0,10,0,92.7,1.25,-1.83,12.2,747.02,1.18,Technology,Software - Infrastructure,USA,61.58,372.53,-0.39%,1640764,3.63,11.18,44.4,48.10%,16.97%,13.30%,16.90%,18.50%,1.1,1,0,78.90%,20.70%,18.20%,2/15/2023 16:30,152.4,151.48,0.20%,-18.23%,0.55%,254.00%,4.87%,17.91%,24.14%,16.67%,2.96%,2.43%,1.6,2.2,0.026628728,2.73%,5.23%,12.48%,-4.77%,46.08%,57.55,-0.39%,0.00%,125,455,402,246,127,160,499,149,34,139,158,90,28,432,313,3357
111,PCAR,PACCAR Inc,141,9,7,11,7,3,20,12,7,11,18,7,10,4,7,8,36878.98,12.22,4.08,24.63,61.2,-12.77,1.46,9.6,0.87,66.8,1.26,-8.3,3.08,3235.09,0.92,Industrials,Farm & Heavy Construction Machinery,USA,13.28,68.69,-3.05%,5871926,51.69,1.28,5.85,6.20%,0.26%,8.20%,23.70%,12.40%,3.9,3.6,0.87,19.20%,13.50%,10.40%,1/24/2023 8:30,783,515.79,1.40%,-1.93%,0.46%,202.00%,-5.02%,23.68%,17.29%,4.11%,2.62%,2.28%,2.7,1.82,0.026495851,-6.66%,-4.34%,9.77%,-10.46%,37.56%,35.07,-2.36%,-0.71%,209,160,276,173,73,492,295,158,275,434,160,248,93,170,181,3397
114,FTV,Fortive Corporation,141,12,12,8,6,6,13,16,12,4,2,7,10,9,12,12,23186.13,17.45,2.33,20.93,27.2,9.12,0.44,4.7,0.34,97.2,1.3,-8.07,-4.38,1751.62,1.15,Technology,Scientific & Technical Instruments,USA,30.5,63.93,-2.43%,3725965,4.01,3.98,32.69,-1.90%,7.60%,0.20%,7.90%,6.70%,0.9,0.7,0.23,57.70%,16.90%,13.00%,2/1/2023 8:30,353.7,348.54,0.10%,-12.66%,-8.05%,259.00%,-0.76%,-0.54%,7.30%,-0.50%,2.94%,2.26%,2.1,2.13,0.026904427,-4.15%,-4.57%,0.61%,-8.39%,21.84%,39.91,-1.78%,-0.66%,294,294,177,149,134,315,382,285,101,50,168,241,214,281,295,3380
116,ANET,"Arista Networks, Inc.",141,6,17,17,15,3,10,19,2,1,18,7,1,1,10,14,50770.59,25.31,10.23,113.28,62.3,11.73,0,21.8,0,67.9,1.3,15.35,24.64,2298.34,1.23,Technology,Computer Hardware,USA,38.18,163.26,0.36%,4640452,1.92,11.59,16.79,23.30%,19.90%,21.60%,31.00%,26.60%,4.3,3.2,0,61.10%,34.90%,30.90%,2/13/2023 16:30,306.16,234.13,0.10%,-62.15%,1.41%,132.00%,11.47%,39.61%,31.46%,34.54%,3.99%,2.99%,2.2,2.02,0.030380987,14.17%,24.05%,36.16%,-0.61%,83.20%,80.37,0.51%,-0.15%,142,423,403,375,70,233,464,28,6,428,165,3,13,231,334,3318
113,BKNG,Booking Holdings Inc.,141,4,10,19,5,1,4,18,5,18,5,10,5,1,20,16,92825.53,15.65,33.79,15.01,171.1,19.67,0,13,4.49,94.1,1.59,-3.01,21.63,315.45,1.33,Consumer Cyclical,Travel Services,USA,31.34,2440.85,0.04%,798808,1.01,5.43,7.49,0.50%,31.04%,6.10%,82.50%,27.70%,1.9,1.9,4.31,,29.90%,17.90%,2/23/2023 16:30,38.51,37.48,0.20%,-15.28%,-2.40%,189.00%,-1.60%,24.74%,10.82%,21.12%,2.02%,2.09%,2.4,2.53,0.024692218,-2.39%,0.99%,19.70%,-7.19%,50.96%,46.78,0.04%,0.00%,84,240,455,111,22,97,429,102,434,107,229,115,17,490,380,3312
124,AAPL,Apple Inc.,142,1,16,19,9,10,11,16,1,16,19,2,3,3,1,15,2486917.65,23.47,43.42,30.1,8.9,10.62,0.59,27.5,1.96,60.1,0.7,-0.21,8.23,70769.48,1.29,Technology,Consumer Electronics,USA,26.33,155,-0.55%,98697654,3.24,6.42,48.43,21.60%,8.13%,11.50%,163.50%,58.30%,0.9,0.9,1.76,43.10%,29.40%,24.60%,2/2/2023 16:30,15892.72,15810.14,0.07%,-4.52%,-0.46%,157.00%,4.38%,1.73%,-2.88%,19.30%,2.57%,2.00%,2,1.39,0.023096774,3.11%,6.60%,4.98%,-13.70%,24.83%,59.83,-0.75%,0.21%,1,402,457,204,229,271,378,9,389,454,36,61,56,2,358,3307
123,APH,Amphenol Corporation,142,7,16,15,10,7,12,14,5,9,3,3,7,10,10,14,46524.76,23.28,6.51,35.42,22.1,10.23,1.09,12.6,0.65,96.8,0.82,-5.73,-6.03,2314.78,1.24,Technology,Electronic Components,USA,25.06,76.79,-1.20%,4728367,2.54,3.69,32.44,13.10%,9.86%,12.50%,28.70%,17.60%,2.4,1.6,0.65,31.90%,20.50%,15.10%,1/25/2023 8:30,595,591.63,0.58%,-24.26%,0.04%,209.00%,0.38%,5.35%,2.07%,0.85%,2.40%,1.90%,2.2,2.04,0.02239875,-1.55%,-2.89%,2.95%,-7.33%,24.52%,44.4,-1.31%,0.12%,160,400,357,231,153,283,331,108,215,58,57,175,250,229,339,3346
120,AXP,American Express Company,142,3,7,13,2,12,9,12,13,18,10,3,15,5,7,13,120994.66,12.49,4.74,6.85,-1.8,12.64,1.53,3.5,6.24,86.4,0.84,-13.37,1.56,3373.08,1.19,Financial,Credit Services,USA,15.92,156.52,-2.62%,7445797,2.12,2.22,3.66,10.70%,7.50%,7.60%,31.50%,4.20%,,,1.72,66.00%,17.60%,13.70%,1/27/2023 8:30,748,741.74,0.15%,-9.67%,-0.46%,184.00%,-5.54%,0.25%,-13.34%,5.94%,2.75%,2.22%,2.4,2.21,0.031753131,-8.99%,-6.38%,1.38%,-19.46%,19.80%,33.66,-0.94%,-1.70%,59,167,305,47,291,218,281,325,439,234,62,360,113,163,318,3382
126,ZTS,Zoetis Inc.,142,4,18,18,15,10,9,14,4,16,4,4,8,3,10,5,79024.55,27.09,17.39,110.52,5.2,12.3,0.91,15,1.79,94.5,0.92,-6.03,8.36,2078.45,0.77,Healthcare,Drug Manufacturers - Specialty & Generic,USA,36.59,164.47,-1.11%,3605074,3.37,9.78,22.09,15.50%,10.87%,8.80%,46.20%,17.20%,2.4,1.6,1.49,69.80%,32.90%,26.20%,2/14/2023 8:30,465.56,458.75,0.27%,-1.01%,0.02%,204.00%,1.82%,3.32%,-14.30%,12.23%,2.76%,2.13%,1.7,1.73,0.025475771,-1.79%,0.20%,2.65%,-18.30%,32.48%,47.81,-2.33%,1.25%,96,436,436,374,249,220,349,81,382,100,79,182,54,245,119,3402
125,CPRT,"Copart, Inc.",142,10,18,15,11,8,12,19,2,1,12,4,3,2,11,14,33830.24,26.53,6.37,42.71,16,10.1,0,19.4,0,82.6,0.94,0.01,11.61,1836.93,1.23,Consumer Cyclical,Auto & Truck Dealerships,USA,31.06,69.72,-0.41%,3868057,1.39,9.21,,22.10%,22.30%,19.30%,22.70%,23.90%,5.4,5.3,0,43.90%,37.00%,29.50%,2/20/2023 16:30,476.38,427.93,9.50%,-0.07%,-0.09%,219.00%,1.93%,26.06%,11.29%,14.50%,2.20%,1.84%,1.6,2.11,0.020367183,0.11%,3.71%,14.14%,-2.73%,36.43%,53.33,0.16%,-0.57%,228,433,355,270,185,288,473,43,17,292,87,58,36,271,332,3368
119,CVS,CVS Health Corporation,142,4,3,3,3,18,18,6,16,10,13,6,16,20,3,3,95375.81,8.22,1.37,9.05,-47.3,2.39,3.25,1.8,0.74,80.7,1.15,-15.82,-26.13,8823.7,0.62,Healthcare,Healthcare Plans,USA,23.83,74.37,-1.93%,16806390,4.18,0.3,6.07,-8.90%,5.71%,11.80%,5.70%,5.10%,0.9,0.7,0.71,38.90%,2.40%,1.30%,2/8/2023 8:30,1309,1278.2,0.10%,-9.68%,0.59%,167.00%,-3.54%,-27.31%,-30.57%,-20.20%,2.23%,1.87%,2.1,1.9,0.022051903,-9.22%,-13.35%,-21.09%,-32.20%,-0.20%,19.9,-2.08%,0.16%,81,73,66,65,442,452,129,396,241,317,130,399,483,54,74,3402
122,EA,Electronic Arts Inc.,142,10,12,12,9,12,14,15,8,4,5,10,3,13,9,6,31445.56,17.34,4.14,32.82,-3.8,8.44,0.67,7.8,0.25,94,1.61,0.01,-9.07,2403.31,0.85,Communication Services,Electronic Gaming & Multimedia,USA,30.59,113.35,-0.16%,3077450,9.12,4.26,12.32,-2.20%,3.35%,7.60%,13.60%,8.80%,1.2,1.2,0.25,76.40%,20.60%,14.10%,1/31/2023 16:30,276,272.61,0.20%,-10.73%,-0.25%,182.00%,3.81%,-8.89%,-8.44%,-7.23%,1.63%,1.44%,2.2,1.28,0.016850463,1.68%,-3.49%,-8.98%,-20.62%,4.44%,50.6,-0.26%,0.11%,237,292,281,215,300,337,371,192,78,111,234,57,319,223,151,3398
127,EW,Edwards Lifesciences Corporation,142,6,18,16,13,11,8,20,2,3,11,13,1,3,7,10,50231.58,28.32,8.53,51.59,2.4,13.36,0,18,0.1,84.9,2.12,3.62,6.49,3569.85,1.02,Healthcare,Medical Devices,USA,33.1,80.74,-1.43%,4710202,3.17,9.33,41.33,12.50%,10.45%,9.40%,25.60%,23.50%,3,2.2,0.1,80.00%,32.50%,28.30%,1/31/2023 16:30,613,602.89,0.10%,-28.00%,-0.08%,358.00%,8.61%,-14.90%,-26.46%,8.22%,3.58%,2.79%,2.4,1.32,0.029229626,3.38%,3.29%,-5.36%,-38.41%,20.27%,55.99,-2.37%,0.96%,143,444,389,303,267,196,480,48,55,261,314,25,72,153,229,3379
121,FDX,FedEx Corporation,142,6,8,7,12,15,3,10,13,11,16,13,2,1,10,15,57441.43,13.05,2.33,51.2,-22.1,24.71,2.09,3.9,0.84,74.8,2.15,3.41,23.72,2102.88,1.32,Industrials,Integrated Freight & Logistics,USA,17.29,220.31,7.97%,12645287,4.24,0.61,12.36,5.30%,4.08%,9.20%,13.50%,11.40%,1.3,1.3,0.83,68.10%,6.00%,3.50%,3/16/2023 16:30,255,240.31,0.20%,0.34%,1.68%,246.00%,9.50%,7.54%,-2.49%,27.20%,3.36%,2.46%,2.2,6.01,0.031047161,7.57%,10.31%,12.69%,-11.44%,55.24%,65.86,-2.08%,10.27%,128,184,176,300,376,66,232,313,268,386,322,29,15,244,372,3411
118,DVN,Devon Energy Corporation,142,10,2,9,4,2,19,1,1,8,13,14,18,19,2,20,30893.27,6.36,2.68,11.84,118,1.17,9.47,25.8,0.6,80.7,2.27,-18.23,-24.42,10031.45,2.39,Energy,Oil & Gas E&P,USA,5.06,46.15,-0.26%,28284007,,1.61,21.25,94.00%,-5.12%,24.10%,57.50%,34.90%,1.3,1.2,0.58,55.30%,41.60%,31.10%,2/14/2023 16:30,648,647.71,0.40%,1.15%,0.46%,146.00%,-9.59%,-31.38%,-7.28%,-23.92%,4.87%,3.50%,2.2,2.82,0.047887324,-12.14%,-20.49%,-25.11%,-39.51%,4.81%,26.76,-0.35%,0.09%,241,30,207,89,40,464,3,14,196,319,332,432,477,44,489,3377
132,VRSK,"Verisk Analytics, Inc.",143,11,18,18,12,3,5,15,5,16,5,4,2,7,16,6,28325.01,28.22,16.06,48.08,76.4,17.5,0.76,12.9,2.14,93.8,0.91,1.49,-1.58,1006.69,0.84,Industrials,Consulting Services,USA,27.63,180.07,-0.44%,1779966,2.47,11.34,251.78,18.90%,11.20%,3.10%,43.60%,21.60%,0.4,0.4,1.34,67.00%,56.30%,38.20%,2/28/2023 16:30,156.03,153.15,0.30%,-3.23%,-3.16%,139.00%,-0.04%,-2.13%,-7.86%,2.07%,2.36%,2.21%,2.4,1.77,0.024212806,0.62%,0.01%,0.26%,-18.93%,15.39%,50.26,-1.20%,0.77%,255,443,434,288,61,115,363,104,399,118,78,43,162,392,147,3402
128,PNC,"The PNC Financial Services Group, Inc.",143,6,3,2,3,9,18,2,17,8,11,7,19,18,8,12,49704.51,8.04,1.1,7.43,9.1,4.46,4.85,1,0.58,84.9,1.31,-22.68,-17.31,2875.96,1.15,Financial,Banks - Regional,USA,8.94,123.72,-4.92%,9093224,0.82,3.22,1.45,11.80%,10.96%,7.40%,12.10%,15.40%,,,0.58,,81.20%,37.00%,1/18/2023 8:30,406,396.99,0.10%,-0.02%,-3.57%,181.00%,-9.80%,-25.04%,-35.69%,-21.67%,6.64%,3.48%,2.5,3.16,0.048819916,-16.22%,-20.70%,-22.24%,-37.96%,2.29%,22.93,-3.18%,-1.79%,146,67,36,54,226,438,45,425,183,262,169,464,437,188,292,3432
131,VICI,VICI Properties Inc.,143,10,7,3,11,16,18,2,14,9,1,15,11,13,4,9,32599.46,12.77,1.37,45.13,-27.7,3.83,5,3.3,0.66,98.6,2.7,-9.18,-8.83,6128.95,0.97,Real Estate,REIT - Diversified,USA,24.88,31.17,-1.52%,20968883,3.5,12.53,156.05,48.40%,7.10%,69.20%,5.50%,4.40%,,,0.66,99.10%,61.90%,43.00%,2/23/2023 16:30,1003.67,999.31,0.42%,0.00%,-4.36%,440.00%,-2.23%,-5.86%,14.22%,-3.80%,2.38%,2.05%,1.7,3.42,0.023099134,-6.19%,-6.93%,-4.20%,-12.66%,17.98%,28.62,-1.49%,-0.03%,233,172,65,277,394,444,41,335,219,24,372,267,313,88,206,3450
130,IP,International Paper Company,143,17,6,3,6,2,17,2,10,9,9,17,15,12,8,10,12152.27,11.51,1.42,21.32,129.5,5.49,5.43,6.1,0.66,88.1,3.13,-13.29,-8.19,3134.22,1.05,Consumer Cyclical,Packaging & Containers,USA,7.19,34.06,-1.76%,7959515,0.37,0.57,15.11,17.40%,19.20%,-0.50%,16.80%,13.00%,1.4,1,0.57,0.284,7.50%,7.10%,1/31/2023 8:30,353.6,346.48,0.38%,-1.20%,-3.45%,346.00%,-4.11%,-14.16%,-22.87%,-1.65%,2.51%,2.44%,3.1,2.54,0.028772754,-6.45%,-9.36%,-11.36%,-32.19%,10.98%,33.94,-1.39%,-0.37%,425,141,73,151,31,411,32,244,218,214,408,359,300,179,238,3424
129,OXY,Occidental Petroleum Corporation,143,6,5,8,1,1,19,13,3,12,14,19,9,12,2,19,53251.89,9.89,2.61,4.78,501.3,-1.99,1.23,17.1,0.98,79.4,5.32,-7.03,-8.17,13039.36,1.79,Energy,Oil & Gas E&P,USA,4.71,58.48,-0.95%,20986862,0.18,1.45,54.12,49.10%,25.75%,23.80%,69.00%,32.20%,1.1,0.9,0.97,0.672,37.30%,34.00%,2/27/2023 16:30,905.8,890.86,0.21%,,-2.81%,363.00%,-2.31%,-10.16%,10.36%,-7.16%,4.59%,3.26%,2.6,1.61,0.038645691,-2.43%,-6.55%,-9.72%,-24.18%,13.49%,42.96,-1.08%,0.14%,140,105,199,22,4,477,321,62,296,336,465,209,299,36,472,3443
135,COST,Costco Wholesale Corporation,144,2,19,16,13,8,14,15,7,4,17,2,6,5,11,5,219873.85,31.04,9.48,55.99,16.6,8.21,0.74,9.3,0.29,69.1,0.69,-4.74,0.73,1932.88,0.79,Consumer Defensive,Discount Stores,USA,35.79,487.05,-0.04%,3956198,3.62,0.94,16.04,16.70%,9.90%,12.00%,28.50%,20.40%,1.1,0.6,0.29,12.10%,3.40%,2.60%,3/2/2023 16:30,443.88,441.63,0.20%,-1.91%,0.27%,159.00%,3.38%,-3.27%,-10.37%,6.69%,1.86%,1.84%,2.1,2.05,0.020244328,0.06%,-0.84%,-1.97%,-20.45%,19.81%,49.61,-0.58%,0.54%,29,456,396,313,179,346,365,168,86,422,34,146,122,261,126,3449
136,ANSS,"ANSYS, Inc.",144,11,19,14,12,8,11,19,8,1,3,3,1,1,19,14,27475.47,32.49,5.56,45.29,16,10.68,0,8.4,0,96.3,0.86,11.94,21.47,486.73,1.24,Technology,Software - Application,USA,51.96,311.09,-0.95%,1048494,5.59,13.3,44.7,13.60%,9.30%,13.50%,11.50%,9.60%,2.1,2.1,0.15,87.90%,28.70%,25.40%,2/22/2023 16:30,87.02,86.78,0.10%,-17.43%,-0.36%,152.00%,5.09%,28.84%,0.05%,28.77%,2.88%,2.43%,2.3,2.15,0.026166061,5.06%,13.07%,23.33%,-5.43%,60.17%,64.46,-0.95%,0.00%,266,463,335,278,184,265,471,177,13,74,64,6,18,472,337,3423
134,ETN,Eaton Corporation plc,144,5,12,11,15,8,12,9,9,7,11,6,10,6,11,12,65262.72,17.54,3.74,102.61,15.1,10.16,2.15,7,0.51,85.1,1.15,-7.83,-0.75,1790.23,1.13,Industrials,Specialty Industrial Machinery,Ireland,26.08,160.15,-2.57%,6000388,2.94,3.14,117.59,-1.20%,8.88%,0.30%,14.90%,10.20%,1.4,0.8,0.49,33.20%,14.70%,11.90%,2/8/2023 8:30,398.1,396.2,0.20%,-9.63%,0.19%,254.00%,-5.96%,13.49%,4.44%,2.04%,3.91%,2.31%,2.2,3.35,0.028410865,-7.23%,-4.00%,6.58%,-10.41%,30.73%,37.88,-2.08%,-0.50%,113,296,266,368,193,286,226,210,161,258,129,232,147,273,286,3444
137,WELL,Welltower Inc.,144,9,20,4,16,8,1,5,19,10,1,15,11,5,10,10,36029.12,54.78,1.64,182.7,14.1,70.75,3.55,0.4,0.72,98.92,2.57,-9.2,2.08,2200.69,1.06,Real Estate,REIT - Healthcare Facilities,USA,249.09,68.75,-2.96%,4939849,4.18,6.15,57.04,-3.60%,59.60%,6.30%,0.70%,2.00%,,,0.72,39.80%,12.10%,2.40%,2/15/2023 16:30,483.31,472.18,0.07%,0.00%,0.92%,551.00%,1.36%,-5.49%,-24.21%,4.88%,3.00%,2.84%,2.1,2.24,0.030254545,-6.91%,-6.44%,-5.95%,-30.86%,21.68%,37.35,-1.94%,-1.04%,214,493,98,396,200,22,109,453,238,16,360,268,106,237,244,3454
133,TPR,"Tapestry, Inc.",144,19,4,12,11,7,8,7,5,10,3,19,12,3,7,17,9711.3,9.65,4.23,39.57,21.4,13.5,2.93,11.6,0.72,96.7,5.08,-9.85,7.46,3313.39,1.48,Consumer Cyclical,Luxury Goods,USA,12.18,40.9,-0.63%,4627466,0.99,1.47,11.48,8.70%,12.25%,8.30%,35.60%,23.40%,1.9,1.1,0.71,69.30%,16.50%,12.70%,2/9/2023 8:30,239.3,233.64,0.50%,-0.13%,3.59%,358.00%,-1.11%,23.12%,10.36%,7.41%,2.76%,2.38%,2.1,1.4,0.029828851,-4.33%,-5.66%,13.20%,-13.86%,54.98%,39.72,0.37%,-1.00%,460,101,287,256,158,193,156,125,237,60,461,281,64,166,422,3427
140,CTVA,"Corteva, Inc.",145,8,11,4,19,17,4,14,15,2,12,3,11,12,7,6,41058.67,16.32,1.6,3000,-31.9,20.33,1.06,2.8,0.05,83.3,0.86,-8.86,-8.25,3294.16,0.82,Basic Materials,Agricultural Inputs,USA,34.35,56.61,-0.61%,12011029,2.55,2.35,12.39,-13.20%,13.49%,4.40%,4.50%,5.20%,1.6,0.9,0.05,40.20%,9.10%,6.60%,2/1/2023 16:30,714.8,711.18,0.21%,1.98%,-0.08%,186.00%,-3.87%,-8.87%,3.38%,-3.69%,2.69%,2.49%,2.2,3.65,0.027733616,-7.40%,-8.34%,-6.62%,-17.27%,13.15%,29.68,0.35%,-0.97%,185,261,93,459,406,90,335,358,44,278,66,261,302,167,139,3444
142,AJG,Arthur J. Gallagher & Co.,145,8,13,12,8,7,9,13,15,9,9,3,7,11,17,4,38739.6,18.06,4.16,25.6,18.6,12.74,1.22,2.8,0.67,87.2,0.86,-5.43,-6.79,801.23,0.7,Financial,Insurance Brokers,USA,34.63,180,-1.96%,3120393,3.39,4.53,113.17,12.80%,0.102,6.50%,12.50%,9.20%,1,1,0.61,44.30%,18.50%,13.00%,1/26/2023 16:30,211.2,208.85,0.30%,-10.81%,1.89%,225.00%,-1.51%,-2.45%,10.65%,-4.53%,2.96%,1.95%,1.9,3.89,0.024277778,-3.16%,-5.63%,-1.00%,-11.05%,21.42%,40.23,-1.46%,-0.51%,195,304,283,179,166,213,322,355,222,224,65,167,273,423,100,3491
139,SRE,Sempra,145,7,9,5,17,3,16,5,15,13,8,3,10,14,15,5,46832.91,15.11,1.74,3000,65.2,7.01,3.28,2.7,1.1,89.1,0.88,-8.24,-11.24,1227.4,0.74,Utilities,Utilities - Diversified,USA,21.96,145.34,-2.25%,3999802,5.3,3.24,126.58,13.00%,4.14%,8.50%,8.10%,3.20%,0.6,0.6,0.94,,15.90%,14.50%,2/28/2023 8:30,314.73,310.86,0.05%,-25.74%,-0.47%,223.00%,0.85%,-14.95%,-5.85%,-5.95%,2.50%,2.29%,2.2,3.26,0.02483831,-3.60%,-6.33%,-7.32%,-17.64%,6.45%,37.76,-1.73%,-0.53%,159,226,114,415,65,383,126,367,317,199,68,246,348,365,112,3510
141,DIS,The Walt Disney Company,145,2,12,5,17,4,2,19,16,7,18,4,16,6,2,15,174934.53,16.95,1.77,1861.01,57.8,32.72,0,1.6,0.5,65,0.93,-14.68,-1.01,12006.18,1.3,Communication Services,Entertainment,USA,51.27,93.2,-1.16%,12922279,2.48,2.07,20.65,-21.00%,20.64%,8.50%,3.50%,3.30%,1,0.9,0.47,33.40%,7.50%,3.90%,2/8/2023 16:30,1825,1821.56,0.06%,-5.05%,2.19%,141.00%,-0.40%,-15.86%,-32.53%,7.27%,2.51%,2.17%,2,1.08,0.026502146,-5.74%,-8.76%,-8.05%,-35.48%,10.86%,32.45,-0.72%,-0.43%,37,282,115,414,77,42,453,399,154,442,83,380,151,39,362,3430
138,MTB,M&T Bank Corporation,145,13,2,1,2,15,18,3,17,3,10,7,19,16,13,6,20885.03,6.67,0.9,5.84,-16.4,2.75,4.24,1,0.17,86.7,1.32,-23.56,-14.81,1583.66,0.83,Financial,Banks - Regional,USA,11.16,122.5,-3.97%,6634968,0.86,3.34,0.76,4.50%,13.03%,8.40%,8.80%,17.20%,,,0.17,,84.90%,30.30%,1/19/2023 8:30,171.27,167.59,0.10%,0.23%,-1.27%,139.00%,-7.00%,-34.32%,-32.47%,-15.55%,6.81%,3.81%,2.3,4.19,0.046857143,-16.03%,-18.76%,-25.94%,-36.67%,1.74%,19.18,-3.47%,-0.51%,314,35,21,36,357,447,67,427,64,231,175,471,402,307,145,3499
148,WMT,Walmart Inc.,146,1,15,13,17,11,12,11,11,10,20,3,6,10,4,2,376483.14,20.64,5.23,3000,2.7,10.45,1.64,5.6,0.71,32.9,0.91,-4.89,-4.96,5873.83,0.49,Consumer Defensive,Discount Stores,USA,32.62,139.4,0.81%,14356076,8.89,0.62,32.49,2.10%,3.67%,3.30%,17.90%,14.30%,0.9,0.2,0.53,24.10%,3.50%,2.30%,2/21/2023 8:30,2711,1383.27,0.90%,-69.23%,-0.55%,214.00%,1.77%,4.44%,-4.09%,-1.69%,1.45%,1.71%,2,2.44,0.016212339,-1.04%,-2.06%,1.96%,-13.29%,18.87%,45.75,0.88%,-0.07%,14,359,323,417,263,278,270,254,235,483,74,148,228,94,41,3481
149,WM,"Waste Management, Inc.",146,5,16,16,14,6,10,10,8,16,9,5,2,12,12,5,63048.79,22.83,9.15,72.3,25.6,11.75,1.83,7.4,2.19,87.8,1.09,0.66,-8.04,1738.65,0.72,Industrials,Waste Management,USA,28.4,153.15,-1.58%,2900802,3.25,3.2,179.63,-1.30%,8.75%,6.30%,31.80%,12.30%,0.8,0.8,2.13,46.90%,17.10%,11.40%,2/1/2023 8:30,409.2,407.05,0.10%,-8.24%,5.25%,255.00%,2.56%,-10.45%,-0.87%,-2.38%,2.26%,1.75%,2.4,1.67,0.017956252,1.08%,0.38%,-3.72%,-12.97%,10.27%,52.88,-1.86%,0.28%,115,397,394,340,139,232,249,197,401,218,120,50,296,284,104,3536
144,WRB,W. R. Berkley Corporation,146,15,5,8,2,2,9,15,13,6,17,8,11,17,14,4,16390.7,10.65,2.5,7.17,102.8,12.68,0.66,4.2,0.42,71,1.41,-9.41,-15.85,1383.05,0.64,Financial,Insurance - Property & Casualty,USA,12.33,61,-3.04%,4867133,1.37,1.47,11.31,32.40%,9.00%,7.80%,20.90%,15.30%,,,0.42,,16.10%,12.40%,1/26/2023 16:30,276.62,202.26,5.70%,0.00%,1.00%,206.00%,-2.65%,-9.34%,-1.28%,-15.36%,3.12%,2.07%,2.1,3.52,0.025901639,-6.43%,-10.55%,-10.56%,-20.22%,2.52%,33.87,-2.54%,-0.51%,369,124,193,48,46,215,373,304,132,411,194,271,420,337,81,3518
150,AVB,"AvalonBay Communities, Inc.",146,12,18,6,11,9,2,3,11,10,5,10,13,11,17,8,23343.04,27.16,2.01,45.07,13,28.26,4.09,5.7,0.74,93.8,1.67,-10.84,-6.14,828.44,0.93,Real Estate,REIT - Residential,USA,19.92,161.51,-2.39%,1099322,,9,38.07,5.10%,-9.83%,3.70%,10.20%,2.70%,,,0.74,64.60%,20.70%,43.80%,2/8/2023 16:30,139.71,139.45,0.34%,0.00%,-0.47%,281.00%,-2.43%,-19.77%,-33.54%,-0.01%,2.70%,2.39%,2.7,1.33,0.027119064,-6.39%,-6.66%,-12.16%,-37.65%,2.42%,34.93,-2.32%,-0.07%,292,437,148,276,206,49,70,253,240,119,247,303,254,421,186,3501
143,VTRS,Viatris Inc.,146,18,1,1,2,1,19,2,13,12,15,11,18,18,2,13,11432.65,3.26,0.54,5.82,262.6,-0.92,5.09,4.1,0.91,77.1,1.73,-20.42,-16.7,9003.28,1.21,Healthcare,Drug Manufacturers - Specialty & Generic,USA,5.53,9.43,-0.74%,15567217,,0.7,8.55,2.10%,-4.35%,6.40%,10.30%,2.20%,1.6,1.1,0.85,43.20%,9.90%,12.80%,2/27/2023 8:30,1213,1192.24,0.28%,-0.71%,2.08%,229.00%,-5.70%,-1.26%,-9.24%,-15.27%,2.72%,2.76%,2.6,1.73,0.031813362,-12.89%,-17.58%,-10.91%,-23.95%,12.00%,15.78,-0.11%,-0.63%,435,4,6,35,12,476,39,306,286,361,259,451,430,51,327,3478
